종목명,개인,외국인,기관계,기관,,,,,,,기타법인
,,,,금융투자,보험,투신,은행,기타금융,연기금등,사모펀드,
코텍,+8814,-7779,-610,-79,,,,,-531,,-406
코퍼스코리아,-17342,+5511,+11906,,,+11209,,,,+697,
코프라,+60951,-60951,,,,,,,,,+200
콜마비앤에이치,-10910,-11457,+23197,+2167,+14,+22068,,,-1314,+262,-749
퀀타매트릭스,-5042,+9276,-3600,-3600,,,,,,,
큐렉소,+28147,-17888,-2711,,,,,,,-2711,-7883
큐브엔터,-11354,-18645,+25000,+25000,,,,,,,+5000
큐에스아이,+5070,-5070,,,,,,,,,
큐캐피탈,+12934,-6050,,,,,,,,,-1663
크리스에프앤씨,+3515,-4075,+902,+749,,,,,,+153,+58
크리스탈신소재,+993961,-986067,,,,,,,,,-28000
크리스탈지노믹스,-28404,+29391,-3108,-99,,,,,-2551,-458,+2001
크린앤사이언스,-2364,+2157,+200,+200,,,,,,,
클라우드에어,+34084,-24902,,,,,,,,,+5000
클래시스,+61058,-27233,-34598,+2865,-7811,-19932,,-2694,-1387,-5639,+555
클리노믹스,-21382,+18269,,,,,,,,,+3062
클리오,-21016,-1,+20726,-1097,-2,-9281,,+1115,+30070,-79,+40
키이스트,+3434,+4054,-9480,+12757,,-6798,,,-15439,,+2000
타이거일렉,-19073,+19011,,,,,,,,,+81
탑엔지니어링,-11883,+11884,+2,+2,,,,,,,-3
태광,+1013,-3044,+1237,+5,+1842,+1020,-339,,-33,-1258,+400
태웅로직스,-97304,+29857,+19258,+7300,,+11958,,,,,+50716
테고사이언스,-5581,+5529,,,,,,,,,+21
테라젠이텍스,-13799,+13519,+237,+21,-12,,,,,+228,+32
테스나,-17991,+1482,+16047,+1191,+617,+12817,,,-1603,+3025,+265
테스,-12453,-5116,+19753,+2404,+1675,+8273,,,+6378,+1023,-2152
테크윙,+25067,-12497,-13777,-657,+15184,-3987,,+701,+26362,-51380,+5454
텔레칩스,+1008,-766,,,,,,,,,+173
텔레필드,-32958,+32586,,,,,,,,,
토박스코리아,-360913,+298942,-20600,,,,,,,-20600,+80000
토비스,-10125,+19,-20,-20,,,,,,,+10052
톱텍,-4805,+2417,+2358,+2414,-7,+10,,,+270,-329,
트루윈,+57705,-21632,,,,,,,,,+1219
특수건설,+27757,-28147,,,,,,,,,+500
티라유텍,-5221,+5002,+222,,,,,,,+222,
티로보틱스,-14501,+14502,,,,,,,,,
티비씨,+2762,,,,,,,,,,-900
티사이언티픽,-59271,+55129,-2462,-2462,,,,,,,+5500
티씨케이,+2596,-2317,-193,+105,-636,-503,,,+780,+61,-77
티앤엘,-43567,+21319,+14672,-1000,+3461,+8060,,+305,+2727,+1119,+7764
티에스아이,+10741,-10729,+11,+11,,,,,,,
티에스이,+16155,+6655,-2605,+165,-233,-22,,-3989,+1474,,-20001
티엘비,-1739,+1931,,,,,,,,,-100
티움바이오,+51232,-7349,-45079,-508,,-5855,,,,-38716,+1256
티케이케미칼,-122292,+285930,-130191,,-2066,-277363,,,,+149238,-37995
티플랙스,+171896,-167280,,,,,,,,,-6516
팅크웨어,+44611,-31462,-12230,-11922,,-308,,,,,-774
파라다이스,-104196,-7926,-77189,-23521,+10608,-26358,+6336,-2233,-7286,-34735,+192298
파마리서치,-10848,+9060,-1249,+429,-23,-2058,,,+70,+333,+3313
파멥신,+43793,-44832,+19,+19,,,,,,,+500
파버나인,+29934,-29994,,,,,,,,,
파세코,+24290,-24304,,,,,,,,,
파워로직스,+3192,-3120,+81,+81,,,,,,,
파이오링크,+28943,-4656,-24842,,,-24842,,,,,+40
파인디지털,+5293,-8096,,,,,,,,,+2792
파인테크닉스,-1147428,+700066,+398077,+80542,+72152,+101254,,+5932,+139806,-1609,+54550
파인텍,-21731,+18107,,,,,,,,,+70
파커스,-1717,+1717,,,,,,,,,
파크시스템스,-9955,+4206,+5759,-491,-67,+5604,,,+970,-257,-21
파트론,-79475,+57778,+21765,+22007,-41,-94,,,+520,-627,-2
팜스빌,-792,+792,,,,,,,,,
팜스토리,+11809,+8913,,,,,,,,,
패션플랫폼,-8949,+6687,-2780,-2313,,,,,,-467,+5040
팬스타엔터프라이즈,-11592,+10332,,,,,,,,,+4
팬엔터테인먼트,+81909,-37313,-56754,-1000,-55664,-90,,,,,+14029
펄어비스,+6332,-18851,+10822,+2054,+166,+1247,,,+8474,-1119,+2063
펌텍코리아,-46246,+8510,+37600,,+23240,+11075,,,+3285,,-214
포메탈,+52318,-52407,,,,,,,,,+81
포스코 ICT,-66226,+49857,+10159,+12085,-24,+26,,,-1121,-807,+7606
포스코엠텍,-121847,+120363,+9398,+2774,,+6624,,,,,-5224
포시에스,+4764,-4777,,,,,,,,,+13
포인트엔지니어링,-19354,+15847,,,,,,,,,+3502
푸드나무,+2970,-1245,-1725,,,-2000,,,,+275,
푸드웰,+10222,-10182,,,,,,,,,
푸른기술,+56944,-60493,+5306,,,,,,,+5306,-1848
풍강,-18319,+18488,-519,-439,,,,,,-80,
풍국주정,-451,+109,+290,+288,,+2,,,,,
퓨쳐스트림네트웍스,-50570,-161604,,,,,,,,,+203347
프럼파스트,+4093,-4043,,,,,,,,,
프레스티지바이오로직스,-4292,-28996,+45127,-210,,+22636,,,,+22701,-8474
프로텍,+8064,-11472,-10,-10,,,,,,,+3100
프리시젼바이오,+7955,-9049,,,,,,,,,+10590
플랜티넷,+10504,-10504,,,,,,,,,
플레이디,-2620,+2955,,,,,,,,,
플레이위드,+11611,-11836,,,,,,,,,
플리토,+14631,-8895,-4651,,,+5000,,,,-9651,-1135
피델릭스,+34346,-32946,,,,,,,,,
피씨디렉트,-1011,+553,,,,,,,,,+418
피앤씨테크,+9637,-9637,,,,,,,,,
피에스케이홀딩스,+61690,+33685,-61853,-1,,-6695,,,,-55157,-33719
피에스케이,-23928,+913,+22103,+2280,+3381,+17776,,,-43,-1291,+907
피에스텍,-11846,+11846,,,,,,,,,
피에이치에이,-50116,-2371,+52551,+3365,-8,,,,+50948,-1754,
피엔에이치테크,+27550,-6315,-31920,+63,,-5528,-6740,,,-19715,+10685
피엔케이피부임상연구센타,-44106,+25065,+12709,-4756,+10000,+2415,+5050,,,,+6853
피엔티,+51522,-54746,+3332,+3378,,,,,+240,-286,+877
피제이메탈,-22437,+21579,,,,,,,,,+860
피제이전자,-1001,+1001,,,,,,,,,
피플바이오,-6203,+5594,-1,-1,,,,,,,+610
피피아이,-4778,+4105,+81,+81,,,,,,,+537
핌스,+15298,+7197,-502,,,,,,,-502,-22493
핑거,+1312,+2676,-4158,-2374,,-2044,,,,+260,+100
하나금융14호스팩,-115,,+115,+115,,,,,,,
하나금융15호스팩,,,,,,,,,,,
하나금융16호스팩,-5550,,+5550,+5550,,,,,,,
하나금융17호스팩,-5000,,,,,,,,,,+5000
하나마이크론,-811903,+421276,+384256,+19064,+29591,+148860,,,+192476,-5735,+12165
하나머스트7호스팩,,,,,,,,,,,
하나머스트제6호스팩,,,,,,,,,,,
하나머티리얼즈,+20370,-8087,-10886,-2992,-10,-5672,,,-378,-1834,-2251
하림지주,+70923,+2069,-74452,-78831,+2445,+3100,,,-662,-504,+1320
하이로닉,-1854,+2268,,,,,,,,,-600
하이록코리아,-315,+1747,-1296,-829,,-137,,,-330,,+83
하이비젼시스템,-10394,+10163,-277,+129,,+378,,,,-784,+980
하이제5호스팩,,,,,,,,,,,
하이즈항공,+2675,-2675,,,,,,,,,
하이텍팜,-2921,+3112,,,,,,,,,-191
하츠,-25175,+24762,-737,,,-143,,,,-594,+635
한국9호스팩,-1,,,,,,,,,,
한국가구,-18044,-4576,+25000,+25000,,,,,,,-2900
한국경제TV,-27939,+26395,-14,-14,,,,,,,+1558
한국맥널티,+8749,-8312,,,,,,,,,+33
한국바이오젠,-24480,+24518,,,,,,,,,+21
한국비엔씨,-6768,+31156,-65310,-30,,-65280,,,,,+46933
한국선재,-64824,+64083,,,,,,,,,
한국알콜,+47195,-47035,+1,+1,,,,,,,-161
한국유니온제약,+58012,-46748,,,,,,,,,+224
한국전자금융,+13504,-7269,-6865,-6865,,,,,,,+62
한국전자인증,+6666,-33958,+42545,,,,,,,+42545,-1431
한국정보인증,+14846,-10894,-4542,-27,,,,,,-4515,
한국정보통신,-1035,+1037,-2,,-2,,,,,,
한국캐피탈,+45174,+6305,-22232,-22232,,,,,,,-33519
한국컴퓨터,+152950,-158887,,,,,,,,,+5103
한국큐빅,-10497,+10363,,,,,,,,,-219
한국팩키지,+101609,-101432,,,,,,,,,+850
한글과컴퓨터,-45934,+47735,-1062,-1174,+112,,,,,,-1480
한네트,-4247,+8322,,,,,,,,,-4000
한독크린텍,-1893,+1515,+418,+236,-77,,,,,+259,+141
한라IMS,+397,-79,-318,-318,,,,,,,
한빛소프트,+12501,-2164,-10454,-14,,,-10440,,,,+100
한솔인티큐브,-5897,+1828,+4069,+3336,,,,,,+733,
한송네오텍,+8060,-11064,,,,,,,,,+3003
한양이엔지,-12285,+15138,-1965,-1560,,-123,,,,-282,-763
한일네트웍스,-7595,+6072,,,,,,,,,+86
한일단조,+35882,-34821,,,,,,,,,
한일화학,-2282,+1992,+219,,,+219,,,,,+16
한창산업,-11945,+10634,+1311,+1046,,,,,,+265,
한컴MDS,-6598,+6183,,,,,,,,,
한컴위드,-37937,+48867,-2220,-2220,,,,,,,+3358
해성산업,+1652,-531,-1388,-1145,,,,,,-243,+235
해성티피씨,-6386,-1850,-1325,-1290,,,,,,-35,+8694
현대공업,+16115,-15978,,,,,,,,,
현대무벡스,-4602,+8531,,,,,,,,,-3372
현대바이오랜드,-7558,+7973,-219,-192,-4,,,,+140,-163,-10
현대사료,+46,-46,,,,,,,,,
현대에버다임,-1136,+1136,,,,,,,,,
현대에이치티,-3577,+3480,,,,,,,,,+47
현대이지웰,+10300,-12505,+2104,+2104,,,,,,,+1
현우산업,+33920,-39011,,,,,,,,,+5292
홈센타홀딩스,+18999,-19322,,,,,,,,,+314
화성밸브,-11918,+11643,,,,,,,,,
화신정공,-9265,+10160,,,,,,,,,
화일약품,-47136,+57960,-22,-22,,,,,,,-9500
효성오앤비,+7372,-6873,,,,,,,,,
휴네시온,+36636,-37146,,,,,,,,,+510
휴메딕스,-11384,+8253,+498,+498,,,,,,,+2239
휴비츠,-3789,+3789,,,,,,,,,
휴온스,+3926,-2194,-2441,-1869,-3,,,,-522,-47,+1249
휴젤,-5645,-3,+5436,+49,+181,+2484,,,+2767,-45,+217
흥국에프엔비,+6675,-6108,,,,,,,,,-29
흥국,-413,+362,,,,,,,,,
흥구석유,-15827,+15867,-10,-10,,,,,,,
희림,+31585,-30024,-13190,-5000,,,,,,-8190,+40982
힘스,-10879,+13998,,,,,,,,,-2854
GRT,,,,,,,,,,,
에스앤씨엔진그룹,,,,,,,,,,,
코오롱티슈진,,,,,,,,,,,
