종목명,개인,외국인,기관계,기관,,,,,,,기타법인
,,,,금융투자,보험,투신,은행,기타금융,연기금등,사모펀드,
강남제비스코,-2077,+2604,-582,-4,-3,-122,-453,,,,+157
강원랜드,+51552,-28102,-21884,+9720,-201,+12962,,,-44365,,-60
경농,-11305,+11637,+6,+6,,,,,,,+33
경동나비엔,-10372,+3498,+7885,+3412,+725,+3921,,,+276,-449,-1656
경동도시가스,-1548,+1331,+231,-393,-4,,,,,+628,-20
경방,+416,+1443,+16,+16,,,,,,,-2000
경보제약,-36610,+29711,+7000,-1492,-6,,,,+8498,,-33
경인양행,-9122,+9668,+22,+28,-6,,,,,,-500
계양전기,-29936,+29952,-16,+6,-22,,,,,,
고려산업,+7180,-7240,+10,+10,,,,,,,+50
고려제강,-12527,+10825,-534,+26,-5,-879,-81,,+243,+162,+1873
광동제약,-14657,+14418,+330,+91,-26,,,,,+265,
광명전기,-49392,+51770,+11,+11,,,,,,,+2500
광전자,-5421,+1291,+4146,+10,,,,,,+4136,
교촌에프앤비,+13329,-10019,-3466,-3466,,,,,,,+150
국동,-66544,+62576,+3598,+1798,,+1800,,,,,-7
국제약품,-22551,+22287,+1,+6,-5,,,,,,
그린케미칼,+20186,-742,-29470,+4,,-4406,,,,-25068,+7469
극동유화,-27436,+26377,+611,+614,-3,,,,,,+34
금강공업,-3047,+2863,+7,+7,,,,,,,+400
금양,-89634,+78701,+9,+9,,,,,,,+10978
금호에이치티,-245938,+231043,+33,+33,,,,,,,+14132
기신정기,-34922,+32800,+491,+491,,,,,,,
남성,+34471,-43792,+11,+11,,,,,,,
남선알미늄,-3423,-24040,+29658,+30940,-74,+360,,,-1568,,+2233
남해화학,-39865,+53177,-3149,-2745,-21,-383,,,,,-10264
넥센,-22901,+18424,+3303,+6,-18,,+3315,,,,+1174
넥센타이어,+67773,-73240,+8647,+16169,-86,-1147,,-11,-7510,+1232,-3932
넷마블,-27749,+8165,+19837,+3724,-1642,-5442,+2100,+177,+20534,+386,-281
노루페인트,-9064,+12061,-432,-317,-1,,,,,-114,+540
노루홀딩스,+72332,+2891,-39965,-33477,,-6250,-514,,,+276,-24740
녹십자홀딩스,-39922,+16676,+18172,+233,-44,+70,,,+17724,+189,+4991
녹십자홀딩스2우,,,,,,,,,,,
다스코,+3365,-3369,+4,+4,,,,,,,
다우기술,+5199,+16974,-22402,+42,-43,-39358,,,+24981,-8024,+286
대교,+13550,-35079,+2403,+2522,-20,-99,,,,,+19011
대교우B,-33595,+33831,+47,+47,,,,,,,+110
대덕전자,-98363,+3861,+93192,-53,-32,+74734,,,,+18543,+2554
대덕,+3847,-4468,+1459,+1388,-4,-82,,,,+157,-980
대동,+4027,-6377,+4032,+4537,-20,-485,,,,,-1501
대동전자,-13748,+13806,+18,+18,,,,,,,
대림B&Co,-11758,-6416,+22,+22,,,,,,,
대상,+21844,-1258,-20152,+14,-35,-253,,,-19919,+41,-75
대상홀딩스,+16715,+1647,-14319,-2198,-1045,-3384,,,-4380,-3312,-4063
대성에너지,-4413,+4401,+12,+12,,,,,,,
대양금속,-166290,+146617,+8170,+8170,,,,,,,+9568
대영포장,-227129,+228089,+15,+29,-14,,,,,,+8496
대원강업,+43847,-16425,-27475,+899,,,,,-28374,,+250
대우부품,+23034,-25796,+2262,+2262,,,,,,,-2601
대웅,+66736,-66082,-1677,-571,-36,+66,,,-1300,+164,+324
대원화성,-18682,+16748,+10,+10,,,,,,,+2000
대웅제약,+6426,-8127,+525,+994,-8,+16,,,-516,+39,+1160
대원제약,-10928,+11428,-102,-197,-14,,,,,+109,-345
대유에이텍,-69226,+62217,+6,+6,,,,,,,-3501
대창단조,+137822,-55735,-84738,+556,,,-2346,,-82948,,-1309
대창,-861981,+249370,+561855,+23,,+561832,,,,,+37450
대한제강,-237229,+111510,+128509,-2511,+7834,+16325,+13014,,+81476,+12371,-1739
대현,+15957,-14975,-662,+1,-41,-622,,,,,-714
대한제당,-21574,+3421,+17633,-3999,,,-1124,,+22756,,-16
대한해운,-96413,+65125,+25757,+25811,-54,,,,,,+4503
더블유게임즈,+44045,-45057,-117,+328,-22,-273,,,-150,,+1127
더존비즈온,+22920,-25419,+1866,+302,-13,+4538,,,-773,-2188,+199
덴티움,+8880,+2334,-8435,+537,-21,,,,,-8951,-1964
도화엔지니어링,-25230,+24670,+710,+933,-4,-219,,,,,-93
동남합성,-3,,+2,+2,,,,,,,
동방아그로,+11627,+4986,-16566,+3,,,,,,-16569,
동성제약,-3218,+204,+5206,+90,-12,,,,+4971,+157,-2000
동성케미컬,+4206,+5772,-9524,+857,-7,-374,,,,-10000,-411
동서,+18029,-15856,-2198,+612,-1502,+86,,,-1394,,
동아지질,-1117,-1577,+2993,+8,-4,,,,,+2989,-124
동아타이어,+2098,+2480,-5038,+2,,-8000,+2960,,,,+460
동양철관,+228546,-205096,+29,+29,,,,,,,+26097
동양피스톤,-3763,+3761,+2,+2,,,,,,,
동양,-54196,+18801,+35395,+10405,-25,,+25015,,,,
동일고무벨트,-4798,+6248,+3,+3,,,,,,,-1380
동일제강,+49792,-46609,-4061,-3368,,,,,,-693,
동화약품,-19491,+18622,+1256,-484,-14,,,,+1603,+151,-330
두산밥캣,-54977,+58407,-3151,+7570,-2048,-2097,,+569,-12145,+5000,-2472
두산퓨얼셀1우,-75,-94,,,,,,,,,
두산퓨얼셀,+180001,-148320,-29269,+10150,+2637,+502,,+500,-43058,,-2466
두산퓨얼셀2우B,+72,-72,,,,,,,,,
두올,+19743,-23686,+7,+7,,,,,,,
드림텍,-175882,+175020,-2878,+186,-20,-3044,,,,,+4141
디씨엠,-2369,+2418,+2,+2,,,,,,,-45
디아이,+60571,-62410,+7,+7,,,,,,,+1969
디와이파워,+19601,-3566,-15008,-1447,-9,,,,,-13552,-358
디와이,-53138,+37949,,+1,-1,,,,,,+15349
디티알오토모티브,-2826,+2720,-2194,+779,-6,-3133,,,,+166,+2300
디피씨,-19259,+31030,+4214,+2650,-9,,,,+1573,,-17336
락앤락,-28814,+10539,+18292,+17949,-212,+119,,,+436,,+132
롯데관광개발,-2525,+5327,-4434,+891,-37,-4671,,,-617,,+31
롯데리츠,-88411,+718,+89308,+22817,-20061,+94516,,,+2213,-10177,-1886
롯데손해보험,-100179,+83567,+14345,+14536,-191,,,,,,
롯데제과,-1717,+4373,-469,-552,-2,+103,,,,-18,-2004
롯데지주우,,,,,,,,,,,
롯데지주,+8557,-7880,-228,-92,-66,-5,,,-65,,+185
롯데칠성,+1775,-537,-1166,+95,-12,-1186,,,+1697,-1760,-66
롯데칠성우,-2216,+108,+2108,,,,,,,+2108,
만도,+183263,-51374,-134300,-23535,-12780,-46639,-6234,,-45112,,+1900
만호제강,+1576,-1646,+22,+22,,,,,,,
메리츠금융지주,-56720,+3005,+56387,+46697,-37,,,,+11583,-1856,-2662
메리츠증권,-124597,+116863,+35821,+175002,-1130,+21492,,,-159543,,-28974
메리츠화재,-35615,+81513,-44565,+686,-48,+17079,,,-62282,,-1314
모나리자,+13901,-18828,-4552,+15,-7,,,,-4560,,+8905
모나미,+6182,-7457,+5,+5,,,,,,,
모토닉,-8072,+3074,+50,+53,-3,,,,,,+3998
무림P&P,+28340,-542,-26202,+959,-31,,,,-27130,,-1390
무림페이퍼,-51791,+51801,-30,+7,-37,,,,,,
무학,+4658,-3503,+3,+7,-4,,,,,,-1158
문배철강,+169245,-171232,-997,+6,,-1003,,,,,+42
미래에셋맵스리츠,+27966,-1473,-25993,-34588,,+20000,,,,-11405,-500
미원상사,+40,-458,+1,+1,,,,,,,+414
미원에스씨,+363,-107,-256,+3,,,,,-259,,
미원홀딩스,+812,-407,-389,+2,,,,,-391,,
미원화학,,,,,,,,,,,
방림,-20307,+20302,+4,+4,,,,,,,-4
백광산업,+232135,-203848,-46812,-21339,-7,-5974,,+6000,-35492,+10000,+18341
백산,+32057,-19480,-2988,+4,-20,,,,,-2972,-9736
범양건영,-21177,+21169,+2,+2,,,,,,,
벽산,+66093,-68337,+188,+20,-73,+21,,,+220,,-5
보락,+53229,-55144,+22,+22,,,,,,,+400
보령제약,-86975,+125214,-40280,+3556,-28641,-15800,-3181,,+3255,+531,+2146
부광약품,-19172,+33058,-17072,+461,-6432,+152,,,-11680,+427,+2000
부국철강,+12273,-8514,+69,+69,,,,,,,+156
비상교육,-15099,+15389,+3,+3,,,,,,,-67
사조동아원,-44264,+44230,+22,+40,-18,,,,,,
사조씨푸드,-22294,+20923,+1362,+6,,,,,,+1356,
삼부토건,-138972,+120268,+4136,+23,,,,,+4113,,+9000
삼성공조,-30314,-13229,-203,-3,,-200,,,,,+43534
삼성물산우B,-559,+848,,,,,,,,,-290
삼성물산,-31470,-25019,+49637,+32501,+1495,+2579,-382,-3292,+9832,+6904,+6712
삼성바이오로직스,-12130,+985,+12552,-155,+3704,+1202,,+455,+10410,-3064,-1782
삼성생명,-39468,+19532,+36161,+20294,+1535,-6467,+500,,+11995,+8304,-16392
삼성에스디에스,-108152,+88550,+21171,+10578,-250,+6691,+2600,-101,+1603,+50,-421
삼성전자,+1465185,-385916,-1146201,-75363,-103759,-29714,-9500,+15966,-973230,+29399,+64264
삼성전자우,+121635,-71116,-48085,-14976,-2598,+596,,,-30819,-288,-4112
삼성출판사,-11785,+11442,-48,+6,-4,,,,-50,,-150
삼성화재,-30408,+23074,+6663,+2379,-57,+3702,+100,+372,-1254,+1421,+722
삼성화재우,+495,+1584,-2399,+39,-2426,-89,,,+77,,+252
삼아알미늄,-7604,+7622,+4,+4,,,,,,,
삼영무역,-4160,+8218,-3108,-107,,-3001,,,,,-980
삼영전자,+10683,-12814,+628,+507,-6,,+127,,,,-181
삼원강재,+21393,-21431,+18,+18,,,,,,,
삼익THK,-152775,+72415,+81534,+96,+1225,+13572,,+6944,+62491,-2794,-235
삼익악기,-55868,+55850,-2,+12,-14,,,,,,
삼일씨엔에스,-4202,-1904,+5165,+5,+1230,-1287,,,+5217,,+901
삼일제약,-174,+186,-12,-8,-4,,,,,,
삼진제약,-4864,+2664,+115,+238,+52,,,,-305,+130,+2584
삼호개발,+20587,-20679,-16,+5,-21,,,,,,
삼화전기,+10061,-9549,+7,+7,,,,,,,+200
삼화콘덴서,+12856,-770,-11252,-421,-1,-1161,,,-9669,,-806
삼화페인트,-6699,+7036,+2,+2,,,,,,,+100
상신브레이크,-4927,+4264,-2,-2,,,,,,,+800
새론오토모티브,-641,+284,+90,-10,,+100,,,,,+357
샘표,-1908,+1899,+1,+1,,,,,,,+8
샘표식품,+1202,-1066,-3,+2,-5,,,,,,-4
서연이화,-31645,+34348,-2776,+5,,,,,-2781,,
서원,-176462,+176255,+12,+17,-5,,,,,,
서흥,-9809,-350,+8161,+576,-15,+2937,,,+4624,+39,+2000
선도전기,-44084,+43302,+1,+1,,,,,,,-100
선진,-16882,+26680,+1961,+1041,-3,,,,+690,+233,-11819
성문전자,+2558,-2207,+22,+22,,,,,,,-26
세방,+16565,-22197,+1684,+2379,-5,,-684,-6,,,+3709
세방전지,-35831,+7683,+30331,+5528,+1022,+10619,,,+13162,,-2069
세원이앤씨,-58428,+55253,+17,+25,-8,,,,,,+500
세이브존I&C,+13024,-6521,-2575,-3,,,-2572,,,,-3930
세종공업,+30879,-35143,+3732,+1118,,,,,+2614,,+115
세하,-9154,-610,+2020,+2020,,,,,,,+9105
센트랄모텍,+11953,-12029,+94,+94,,,,,,,
셀트리온,+33970,+3226,-40194,+13773,-2373,-4215,,-430,-47301,+352,+2597
솔루스첨단소재,-132421,-31925,+158974,+20873,+22051,+62330,,-1000,+40746,+13974,+4280
솔루스첨단소재2우B,-73,-76,,,,,,,,,+149
솔루스첨단소재1우,-951,+944,,,,,,,,,+7
솔루엠,-22029,-5816,+30752,+1114,-12,+4500,,,+25150,,-3893
송원산업,+151190,-113705,-45046,-5957,-8519,-6271,,,-1270,-23029,-1034
수산중공업,-310314,+307353,-507,-507,,,,,,,+8011
스카이라이프,-10045,+6994,+3051,+573,-22,,,,,+2500,
시디즈,+162,-78,-430,+1,,-385,,,-46,,+215
신라교역,-113,-2751,+2435,+52,-7,,+3046,,-656,,+429
신성이엔지,+223768,-187942,-39119,+1099,,-26020,,,-14198,,+899
신성통상,-128109,+114538,+13289,+10918,-21,,,,,+2392,
신원,-68696,-11322,+17,+28,-11,,,,,,+80000
신일전자,-129173,+119233,-60,+12,-72,,,,,,+5000
신풍제약,-49164,+52910,-3874,+2373,-51,-59,,,-6432,+295,+592
신풍제지,+6646,-30435,+3,+3,,,,,,,+23033
신한알파리츠,-8042,+30407,-20835,-72835,+23970,+26335,,,,+1695,-2000
신흥,-10909,+3816,+9,+9,,,,,,,+7084
쌍방울,-274829,+161300,+97,+97,,,,,,,+73082
쌍용C&E,-204805,-54087,+223234,+28220,+7857,+30879,,+3044,+55732,+97502,+32995
써니전자,+15741,-15613,+80,+83,-3,,,,,,+44
씨에스윈드,-194274,+110826,+88723,+14989,+14468,+13802,,-104,+37003,+8565,-1891
아모레G3우(전환),+1431,+143,-1618,-929,,-14,,,,-675,+43
아모레G우,-3552,+3550,+2,+2,,,,,,,+1000
아모레G,+6222,-21994,+15762,+3603,-61,+168,,,+11891,+161,+50
아모레퍼시픽우,-11902,+5128,+6883,+6883,,,,,,,+12
아모레퍼시픽,-68931,+58165,+14668,-456,+428,+4131,,,+6200,+4365,-3457
아시아나IDT,-192,+439,+3,+3,,,,,,,-250
아이마켓코리아,+124740,-144214,+23044,+17912,-54856,+18611,,+35436,+5812,+129,-4168
아이에스동서,-48835,+5732,+51817,+2735,+978,+30858,,-232,+9345,+8133,-8610
애경산업,+2564,-761,-2324,+210,-5,+58,,,-2632,+45,+467
애경유화,-52229,-23850,+69145,+31169,-4,+12750,,,+850,+24380,+7281
에넥스,+60954,-59438,+16,+16,,,,,,,+3030
에스원,-2152,+7893,-5573,-308,-46,+67,,,-5301,+15,-167
에스엘,+20271,-42257,+21802,-97,-18,,,,+22116,-199,+40
에어부산,-18424,+5985,+13078,+13078,,,,,,,+400
에이프로젠 KIC,+281294,-257380,-1324,-1297,-27,,,,,,-27739
에이프로젠제약,-112276,+102524,+2393,+729,-180,,,,,+1844,+5422
에이플러스에셋,+11053,-24234,+1020,+1020,,,,,,,+2041
엔씨소프트,+7104,+8836,-16192,+926,-2079,-1530,-120,+56,-12939,-506,+206
엔에스쇼핑,+15817,-5005,-9923,+204,-16,-1532,,,,-8579,-978
엔케이물산,-50749,+42240,+13,+13,,,,,,,+400
영보화학,+12100,-11295,+18,+18,,,,,,,+30
영원무역,-5673,+3818,+2053,+1829,+1488,-803,,,-371,-90,+65
영원무역홀딩스,-14553,+7080,+7781,+486,-4,-19,,,+7217,+101,-308
영진약품,+375716,-264248,-100527,-3730,-575,+302,,,-97276,+752,-11307
영풍제지,+16899,-16800,+6,+6,,,,,,,
영화금속,+155809,-92506,-43353,-16818,,-26535,,,,,-16314
영흥,-206454,+206834,+24,+24,,,,,,,
오리온,+44963,-26106,-20799,+3251,-4865,-8644,,+198,-10739,,+1693
오리온홀딩스,+8152,-7590,-2165,-439,-31,+96,,,-1873,+82,+1253
우리들휴브레인,-45789,+41192,+4,+4,,,,,,,+200
우리종금,-111152,+128024,-64419,-7489,-122,-56808,,,,,+36590
우신시스템,-2363,+2454,+7,+7,,,,,,,+82
우진아이엔에스,-13621,+14018,+2,+2,,,,,,,
유나이티드제약,-9418,+12408,-2917,+108,-8,,,,-3094,+77,
유니온머티리얼,+68245,-65925,+12,+12,,,,,,,+100
유니퀘스트,-14736,+14402,+125,+141,-16,,,,,,+100
유니켐,-92693,+92593,+22,+22,,,,,,,+208
유성기업,+15158,-15158,,,,,,,,,
유수홀딩스,-39520,+30239,+12366,+12366,,,,,,,-3000
유엔젤,+2497,-3603,+2,+2,,,,,,,+1104
유한양행우,+223,-223,,,,,,,,,
유한양행,-52061,+10212,+40256,+2604,+11903,+13714,+233,+716,+10635,+451,+1637
유화증권,-4577,+19804,-14991,+9,,,,-15000,,,
율촌화학,-1220,+90,-676,-639,-19,-18,,,,,+1764
이노션,+8569,+2659,-11199,+747,-29,-2541,,,-8932,-444,+31
이리츠코크렙,-118508,+13786,+105422,+62544,-9,+29777,,,,+13110,-700
이연제약,-4868,+8223,-3329,-991,-6,,,,-2332,,
이월드,-13406,-20086,+36922,+21,-48,,,,+36949,,-546
이지스레지던스리츠,+3858,+3330,-7188,-7188,,,,,,,
이지스밸류리츠,+13832,+33,-34057,-29761,,,-5000,,,+704,+20192
인바이오젠,+21685,-37404,+10,+16,-6,,,,,,+10370
인지컨트롤스,-5880,+9339,+894,+603,,,,,+661,-370,-4220
인팩,-21032,+21680,-384,-384,,,,,,,
일동제약,+5687,-1721,-3716,+33,-17,,,,-3824,+92,
일동홀딩스,-3977,+6901,+2,+2,,,,,,,-2991
일신석재,-41451,+46817,+16,+26,-10,,,,,,
일진다이아,-1761,+1362,+866,+866,-3,+3,,,,,-80
일진머티리얼즈,+17054,-27019,+10929,+5083,-52,-18537,,,+24793,-358,-952
일진전기,+11409,-11413,+4,+4,,,,,,,
일진홀딩스,-16895,+14615,+18,+14,-5,+9,,,,,+2000
잇츠한불,+653,+1074,-1727,-41,-6,,,,-1680,,
자이에스앤디,+15072,+2695,-19477,-4945,+5612,+8776,,+838,-36252,+6494,+1500
자화전자,-24579,+23682,-37,+4,-41,,,,,,-11
제이알글로벌리츠,+211525,-55096,-162441,-88070,,-60171,,,,-14200,+5047
제이에스코퍼레이션,-21242,-8009,+33824,+6614,+12852,+9301,,,,+5057,-3000
제일기획,-2349,+36465,-35973,+4012,+12789,-58268,,+890,+4604,,+1763
제일약품,+15099,-13741,-285,+61,-4,-392,,,,+50,-927
제일연마,+1081,-350,-673,-673,,,,,,,-94
제일파마홀딩스,+688,+2194,+45,+17,-3,,,,,+31,-1259
조광페인트,-15071,+15063,+8,+8,,,,,,,
조선선재,+394,-394,,,,,,,,,
종근당홀딩스,-2005,+954,+1549,-60,-2,-18,,,+1605,+24,-498
종근당,-9708,+9729,+22,+80,-18,+20,,,-120,+60,+70
주연테크,-173152,+172949,+64,+64,,,,,,,+400
지누스,-1667,+3482,+68,+207,-20,+28,,,-147,,-1830
지엠비코리아,-3050,+2503,+547,+547,,,,,,,
지투알,+5825,-2753,-73,-73,,,,,,,-3000
진도,-3152,+1685,+3,+3,,,,,,,
진양폴리,-22783,+23432,-749,-572,,,,,,-177,
진양홀딩스,-24386,+23157,+9,+9,,,,,,,+1208
진양화학,-6449,+7060,+4,+4,,,,,,,
진원생명과학,-25301,+12099,+11984,+11990,-6,,,,,,+3546
진흥기업,+334603,+20959,-139936,+4327,-29,,-144234,,,,-216141
참엔지니어링,-4048,+4090,+8,+8,,,,,,,
카카오,+29756,-27246,+397,+1357,+141,+25743,,-185,-19935,-6724,-4519
케이씨,+13228,+7713,-21455,+10,-65,,,,-21400,,+504
케이씨씨글라스,-24995,+2448,+22588,+812,-1307,-1053,+4000,,+18851,+1285,-130
케이씨텍,-18789,+3568,+15327,+8989,+5858,+30,,,+1000,-550,-2
코람코에너지리츠,-23216,+6195,+24586,+6309,,+26497,,,,-8220,-7668
코리아써키트,-18353,+21407,-3530,+412,-22,+29858,,,-34174,+396,+120
코리안리,-173056,+67035,+102906,+7516,+2443,+33807,,+11073,+46196,+1871,+4031
코스맥스비티아이,+635,-170,-615,-91,-15,-509,,,,,+150
코스맥스,-21347,-5211,+27050,-494,+1432,+16097,,+177,+3724,+6114,-357
코스모신소재,-152294,-94792,+254863,-10858,+11935,+96099,,,-6711,+164398,-6518
코스모화학,-13792,-18430,+31917,+10445,,+4635,,,+3853,+12984,+151
코아스,+26374,-27790,+33,+33,,,,,,,
코오롱플라스틱,+7680,-7591,+11,+11,,,,,,,-100
코웨이,-15454,-26611,+43710,+4109,-106,+5264,,,+34443,,-1785
콤텍시스템,+245413,-231638,+19,+19,,,,,,,-15700
쿠쿠홀딩스,+460,-764,+309,+25,-2,+12,,,+266,+8,-4
쿠쿠홈시스,-1327,-1361,+2657,+1804,+4557,+1665,,,-6289,+920,+21
크라운제과,+26355,-13710,-10141,,,-10141,,,,,-2567
크라운해태홀딩스,-5761,+5728,-1,+2,-3,,,,,,+14
키다리스튜디오,-34999,-8511,+40859,-2905,,,,,+43764,,+2704
태경비케이,-75753,+74824,+5,+5,,,,,,,-216
태경산업,+3885,-6702,+2882,+2882,,,,,,,-45
태경케미컬,+1678,-3863,+12,+12,,,,,,,
태림포장,-4522,+2414,+1408,+1422,-14,,,,,,
태영건설,-28617,+27726,-679,+1096,-21,,,,-1319,-435,+3900
태원물산,-9182,+19180,+2,+2,,,,,,,-10000
태평양물산,-266761,+51453,+187632,+45211,-35,+119977,+21164,,,+1315,+23491
테이팩스,+2256,+3141,-2583,-21,-22,,-1662,,-863,-15,-2785
텔코웨어,+1832,+346,+22,+22,,,,,,,-2200
티에이치엔,+3096,-3099,+3,+3,,,,,,,
티와이홀딩스,-42106,+5484,+35774,-879,-892,+36483,,,+824,+238,+986
파미셀,-130654,+149158,-17139,+289,+4771,-3308,,,+12950,-31841,-1345
팜스코,-40616,+14232,+26467,+20039,-6,+26559,,,-20125,,-83
팜젠사이언스,+16523,-17193,+9,+9,,,,,,,+2484
팬오션,-221865,+716139,-582829,+451287,-34305,+23650,,,-137424,-886037,+64326
퍼스텍,+23809,-22835,+14,+14,,,,,,,
포스코케미칼,+34265,-11676,-17147,+3600,-295,+318,,,-20590,-180,-5450
풀무원,+17426,-4032,-13452,+1891,-47,+266,,,-15562,,-2
하나제약,-9951,+8950,-312,-15,-9,-288,,,,,+1600
하나투어,+5538,-9176,+3868,+4750,-7,-163,,,-712,,-279
하이브,-44905,+47241,+115,+930,+1141,+2305,,,-680,-3581,-2154
하이스틸,-35407,+35438,-31,-31,,,,,,,
한국내화,+44287,-46657,+6,+6,,,,,,,-21
한국단자,+6490,-2467,-4050,+28,+158,-1646,,,-626,-1964,+40
한국앤컴퍼니,-43398,+60825,-16663,+6970,-81,+5099,,,-28651,,-946
한국자산신탁,-11713,+20636,-8810,+6607,-72,,,+20790,-36135,,-615
한국전자홀딩스,-78687,+77738,+10,+10,,,,,,,+410
한국주철관,+18067,+24398,+691,+695,-4,,,,,,-43166
한국철강,-36978,+126708,-41321,+5736,-7,-578,-2276,,-44283,+87,-48825
한국카본,+76579,+23599,-107529,-1859,-55,,,,-105615,,+7557
한국콜마홀딩스,-8521,+3055,+4415,+1667,-22,+281,,,,+2489,+771
한국콜마,-28655,+10580,+19101,+21257,+50,+9317,,+418,-12055,+114,+424
한국타이어앤테크놀로지,-178111,+93478,+83675,+10768,+7716,+9570,-283,+978,+41608,+13318,+944
한국토지신탁,-349071,+46582,+307963,+14010,-172,+252293,,+41322,,+510,-5474
한국프랜지,+4435,-9732,-6402,-5322,,,,,,-1080,+11700
한국화장품제조,+1921,-959,-962,+3,-2,,,,-963,,
한국화장품,+4298,-70,-4354,+14,,,,,-4368,,
한농화성,+7924,-12991,+2011,+2011,,,,,,,+3010
한독,-8516,+7421,+100,+43,-9,-1,,,,+67,+25
한미글로벌,+93588,-57671,-27837,-860,-2266,-12191,,,-12022,-498,-10217
한미반도체,-113089,+118726,-65992,+6699,-825,+8343,,,-18285,-61924,+10820
한미사이언스,+7291,+2029,-9944,-11164,-622,-841,,+304,+1326,+1053,+356
한미약품,-51301,+27994,+24693,+18827,+4730,+2865,-1600,+87,-583,+367,-1248
한샘,+5599,+261,-5647,+447,+326,-6362,,,-58,,
한세실업,+37042,-26199,-9672,-3240,-36,+3497,,,-209,-9684,-1275
한세예스24홀딩스,+16795,-18423,+688,+688,,,,,,,+1106
한섬,+2212,-747,-1751,+1395,-65,-1478,-607,,-553,-443,+286
한솔PNS,+256598,-252378,-4401,-3638,,,,,,-763,+181
한솔로지스틱스,-29338,+11595,+3,+3,,,,,,,+17865
한솔홀딩스,-56803,+57712,+316,+42,-9,,,,,+283,-3
한솔홈데코,+760702,-757021,+62,+30,,+32,,,,,-2650
한신기계,+456263,-462397,+11,+11,,,,,,,+2157
한온시스템,+160755,-2494,-160812,+26668,-3253,+1010,,,-181302,-3935,+706
한올바이오파마,-21473,+34899,-13650,-1886,-52,+106,,,-7357,-4461,+335
한익스프레스,-30948,+31255,+3,+3,,,,,,,-240
한일철강,+5251,-5806,+4,+4,,,,,,,+55
한전KPS,+83279,-56871,-6794,+3279,+13495,-5094,,,+28084,-46558,-20557
한전산업,+132909,-11413,-7,+2,-9,,,,,,-121370
한진칼,-7690,-661,+6915,+169,-46,+118,,,+6674,,+1400
한창제지,-192009,+189624,+20,+25,-5,,,,,,
해태제과식품,+4893,-3220,+213,+217,-4,,,,,,
핸즈코퍼레이션,+1843,+1156,-2999,+1,,-3000,,,,,
현대그린푸드,+14759,-4104,-2819,-325,-122,-6922,+3596,+2461,-1507,,-125
현대글로비스,-45527,-4304,+49405,+11140,-44,+1210,,+789,+35693,+617,+6
현대리바트,+15934,-8844,-10,+9,-19,,,,,,-7252
현대약품,+5046,+13053,+3,+7,-4,,,,,,-17842
현대오토에버,+1858,+542,-3068,-1779,-1183,+87,,-110,-83,,+586
현대중공업지주,-24058,+18510,+1977,+3465,+4654,-7212,,+1709,-639,,+3545
현대퓨처넷,-5745,+17037,-12993,+130,-55,,,,-13068,,+958
현대해상,-238286,+35414,+211511,+9281,+59501,+29277,,-10,+105085,+8377,-8398
혜인,-18126,+18229,-1,-1,,,,,,,-150
호전실업,-39421,+16907,+29108,+5378,,+23959,,,-229,,-6589
화승알앤에이,-4686,+4674,+13,+13,,,,,,,
화승엔터프라이즈,+95462,+92524,-176863,-7607,-7263,-19543,-2828,-1012,-72769,-65841,-11298
화신,-7996,-2646,+18,+18,,,,,,,+242
화승인더,+22518,-22531,-611,+13,-217,-307,,+2987,-3087,,+595
화승코퍼레이션,+18325,-18335,+10,+10,,,,,,,
화천기계,-5643,+5217,+6,+6,,,,,,,+90
환인제약,-12517,+12233,+710,+725,-15,,,,,,-480
황금에스티,-128960,+129770,-35,-35,,,,,,,-936
효성ITX,-2331,+2281,+18,+23,-5,,,,,,+25
후성,-50854,+52047,+695,-5440,+16402,-15498,,,-768,+5999,
휠라홀딩스,-2120,-21951,+27866,+8474,+9307,+6647,,,+3438,,-4100
휴켐스,+28571,-37706,+3462,+2564,-32,+1876,,,-946,,+4448
JW생명과학,-8456,+15405,-23753,-7481,-10,-2704,,,-39243,+25685,+17363
JW홀딩스,-35904,+5917,-13,+4,-17,,,,,,+30000
KOSEF 고배당,-1452,,+1450,+1400,,+50,,,,,
성안,,,,,,,,,,,
세기상사,,,,,,,,,,,
세우글로벌,,,,,,,,,,,
센트럴인사이트,,,,,,,,,,,
쌍용차,,,,,,,,,,,
쎌마테라퓨틱스,,,,,,,,,,,
유양디앤유,,,,,,,,,,,
지코,,,,,,,,,,,
폴루스바이오팜,,,,,,,,,,,
흥아해운,,,,,,,,,,,
